ProductName,Stars,Ratings,Reviews,Current_Price,MRP,Proccessor,Ram,Storage,ImageURL
MSI Ryzen 7 Octa Core 5700U,4.2,113,12,52990,78990,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/j/y/modern-15-a5m-280in-notebook-msi-original-imagghky6pgysr4f.jpeg?q=70
ASUS Core i3 11th Gen,0,0,0,35990,52990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/klphn680/computer/l/e/0/x515ja-ej302ts-thin-and-light-laptop-asus-original-imagyrtfuhpeznaj.jpeg?q=70
Infinix X1 Slim Series Core i5 10th Gen,4.2,697,100,44990,59999,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/l/a/w/-original-imagf39qgu4qjmgk.jpeg?q=70
Lenovo IdeaPad 3 Ryzen 3 Dual Core 3250U,4.4,112,11,37990,43990,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
acer Nitro 5 Ryzen 5 Hexa Core AMD R5,4.3,214,25,67990,92999,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/t/u/-original-imaghhe6ttguxzkq.jpeg?q=70
acer Aspire 3 Core i3 11th Gen,4.1,61,8,35500,50000,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kshtxu80/computer/2/a/s/aspire-3-thin-and-light-laptop-acer-original-imag6fvccahrjyv6.jpeg?q=70
Lenovo Athlon Dual Core 3050U,4.3,8,0,20990,35000,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/b/a/o/e41-55-thin-and-light-laptop-lenovo-original-imagh7gteh6uhn2z.jpeg?q=70
acer Nitro 5 Ryzen 5 Hexa Core AMD R5,4.3,214,25,67990,92999,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/t/u/-original-imaghhe6ttguxzkq.jpeg?q=70
acer Aspire 3 Pentium Silver,4,19,3,28490,36990,Intel Pentium Silver Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/m/3/k/a314-35-notebook-acer-original-imagg462zhhzd62a.jpeg?q=70
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,0,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/1/w/14iil05-thin-and-light-laptop-lenovo-original-imagkwgzvknngbfu.jpeg?q=70
HP 15s Intel Core i5 12th Gen,4.2,111,7,66000,72210,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/v/i/-original-imagggnnxdzu38xy.jpeg?q=70
DELL Inspiron Core i3 10th Gen,4.2,68,6,46880,63200,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70
ASUS Ryzen 5 Dual Core 5th Gen,4.6,9,1,61990,76990,AMD Ryzen 5 Dual Core Processor (5th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l1b1oy80/computer/n/t/t/fa506ic-hn075w-gaming-laptop-asus-original-imagcwugqkffhevx.jpeg?q=70
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,949,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen),https://rukminim1.flixcart.com/image/312/312/ksez24w0/computer/h/8/9/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgcstmjbxg.jpeg?q=70
acer Nitro 5 Core i5 11th Gen,4.6,11,1,63999,99990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kwb07m80/computer/8/b/7/an515-57-gaming-laptop-acer-original-imag9yek7qv67nan.jpeg?q=70
DELL Core i3 12th Gen,4,9,2,47990,55047,Processor: Intel i3-1215U (Base- 0.9 GHz & Turbo up to 4.40 GHz) 6 Cores,RAM & Storage: 8GB DDR4 & 512GB SSD,Display: 15.6" FHD WVA AG 120Hz 250 nits Narrow Border,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/n/o/s/-original-imaghzah9mjvukjz.jpeg?q=70
acer Aspire 5 Ryzen 7 Octa Core 5700U,5,3,0,59990,79999,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kzogn0w0/computer/t/o/4/a515-45-r9px-thin-and-light-laptop-acer-original-imagbmx3nr6xex9g.jpeg?q=70
ASUS Vivobook 14 (2022) Core i3 12th Gen,4.2,11,2,49990,62990,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/p/o/z/-original-imagg6t9zfyzzeqg.jpeg?q=70
Avita SATUS S111 Celeron Dual Core,3.9,646,89,16990,29990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,128 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/q/9/e/-original-imageye8tzbey747.jpeg?q=70
HP Core i5 7th Gen,4.3,6,3,60000,113737,Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features),Intel Core i5 Processor (7th Gen),64 bit Windows 10 Operating System,https://rukminim1.flixcart.com/image/312/312/computer/a/y/b/hp-spectre-notebook-original-imaepbx7ncxbuzwc.jpeg?q=70
DELL Core i3 11th Gen,4.2,6,0,42500,55350,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kubk70w0/computer/w/q/e/inspiron-3511-laptop-dell-original-imag7guhghwehqbf.jpeg?q=70
DELL Vostro Core i3 11th Gen,4.2,533,59,41290,55347,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/1/f/b/-original-imagf35erduuk5gh.jpeg?q=70
DELL Inspiron Core i3 11th Gen,4.4,126,33,45990,46156,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/c/i/t/inspiron-3501-thin-and-light-laptop-dell-original-imag7cssncgagqpb.jpeg?q=70
acer Aspire 3 Pentium Silver,4,19,3,26490,32990,Intel Pentium Silver Processor,4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/b/l/5/a314-35-notebook-acer-original-imagg46sdzyjh6ge.jpeg?q=70
ASUS Vivobook AMD R5 5600H Ryzen 5 Hexa Core 10th Gen,0,0,0,54980,74990,AMD Ryzen 5 Hexa Core Processor (10th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/6/n/q/vivobook-16x-m1603qa-laptop-asus-original-imagjy3g4gvfrg5h.jpeg?q=70
MSI Core i5 12th Gen,0,0,0,58490,72990,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/4/z/j/-original-imaghvf8ybzgrerk.jpeg?q=70
DELL Inspiron Core i5 11th Gen,0,0,0,65359,83034,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/f/c/y/inspiron-3511-thin-and-light-laptop-dell-original-imagjh6h55w6r98g.jpeg?q=70
Nokia PureBook X14 Core i5 10th Gen,4.4,1498,314,50490,90000,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kvtuxe80/computer/p/2/t/-original-imag8n7ukhkkenas.jpeg?q=70
HP Ryzen 3 Dual Core 3250U,4.3,3850,399,37990,46052,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/7/d/j/15s-eq1560au-thin-and-light-laptop-hp-original-imaggsgk3gpr6jpp.jpeg?q=70
Infinix INBook X2 Plus Core i3 11th Gen,4.1,146,32,40990,49990,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/f/r/-original-imagjfgyxmcz7scf.jpeg?q=70
Lenovo IdeaPad 3 Dual Core 3020e,4.1,113,15,27990,38390,AMD Dual Core Processor,4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
acer Swift 3 Ryzen 5 Hexa Core 5500U,4.5,29,6,62500,89999,AMD Ryzen 5 Hexa Core Processor,8 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kt4ozgw0/computer/k/r/h/swift-3-thin-and-light-laptop-acer-original-imag6jer4nhrjth2.jpeg?q=70
Lenovo Ideapad Slim 3i (2021) Core i3 10th Gen,3.9,50,1,40200,49999,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kpft18w0/computer/4/v/p/ideapad-5-15itl05-thin-and-light-laptop-lenovo-original-imag3zgjzafrkbtg.jpeg?q=70
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,0,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/1/w/14iil05-thin-and-light-laptop-lenovo-original-imagkwgzvknngbfu.jpeg?q=70
Lenovo Core i5 11th Gen,0,0,0,58226,89990,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kv8fbm80/computer/p/t/6/ideapad-slim-5i-thin-and-light-laptop-lenovo-original-imag86n3qmesbkpj.jpeg?q=70
HP Pavilion Intel Core i5 12th Gen,4,109,13,63990,75799,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kzogn0w0/computer/o/3/6/15-eg1000tx-thin-and-light-laptop-hp-original-imagbn4b6ht9xznp.jpeg?q=70
ASUS Core i5 10th Gen,0,0,0,69088,80990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/n/f/s/fx506lhb-hn357w-laptop-asus-original-imaggbzguuazzwm9.jpeg?q=70
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,949,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen),https://rukminim1.flixcart.com/image/312/312/ksez24w0/computer/h/8/9/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgcstmjbxg.jpeg?q=70
DELL Core i3 12th Gen,4.7,3,0,50090,64133,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l1fc0i80/computer/9/5/r/inspiron-3525-thin-and-light-laptop-dell-original-imagczzfezyd7tqs.jpeg?q=70
DELL Inspiron Ryzen 5 Quad Core 3450U,4,318,28,44990,56573,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/l/i/u/inspiron-3515-thin-and-light-laptop-dell-original-imag7chq58xfqfga.jpeg?q=70
ASUS Chromebook Celeron Dual Core,4.1,208,29,25990,29990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/kr2e3680/computer/5/a/l/na-thin-and-light-laptop-asus-original-imag4yygqdqkpnpg.jpeg?q=70
HP HP 250 G7 Core i5 10th Gen,0,0,0,54890,76800,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB HDD|512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l48s9zk0/computer/q/u/t/250-g7-laptop-notebook-hp-original-imagf6n8stwdjfqj.jpeg?q=70
ASUS ExpertBook P1 Core i5 10th Gen,0,0,0,61249,68990,Intel Core i5 Processor (10th Gen),4 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kf8kvbk0/computer/9/a/k/asus-original-imafvq27mhsqxhek.jpeg?q=70
DELL Ryzen 5 Quad Core,4.6,5,1,52990,66560,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kwwfte80/computer/n/p/n/inspiron-3515-laptop-dell-original-imag9h9sc4bfz8rh.jpeg?q=70
Lenovo Intel Core i5 11th Gen,4.4,373,39,68990,79890,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kynb6vk0/computer/k/j/a/-original-imagaufne7h4hgbz.jpeg?q=70
ASUS ExpertBook P2 Core i5 10th Gen,0,0,0,69290,77990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kf8kvbk0/computer/3/k/m/asus-original-imafvq36ufg5v9mx.jpeg?q=70
HP 14s Ryzen 5 Hexa Core 5500U,4.4,789,68,52490,56162,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kgzg8sw0/computer/z/j/j/hp-14s-fr0009au-laptop-original-imafx3rhqwgwzwgy.jpeg?q=70
DELL Inspiron Ryzen 5 Quad Core 3450U,4,122,12,49890,63973,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70
ASUS ExpertBook P1 Core i5 10th Gen,3.9,10,0,62490,70990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kf8kvbk0/computer/9/a/k/asus-original-imafvq27mhsqxhek.jpeg?q=70
DELL Vostro Core i5 12th Gen,0,0,0,69160,89694,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/8/a/vostro-5620-thin-and-light-laptop-dell-original-imagkz9fxzcgsnry.jpeg?q=70
SAMSUNG Core i5 12th Gen,4.5,13,2,59990,67990,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/j/e/galaxy-book2-plastic-thin-and-light-laptop-samsung-original-imaghkp8zvqhfzrh.jpeg?q=70
ASUS Vivobook 15 OLED (2022) Core i3 12th Gen,4.2,13,1,50990,66990,Get unparalleled power and reliability with the new Intel 12th Gen CPU,15.6 Inch Full HD OLED 16:9 aspect ratio, 0.2ms response time, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, TUV Rheinland-certified,Light Laptop without Optical Disk Drive,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/b/q/-original-imaghsggzmjg7qgn.jpeg?q=70
DELL Inspiron 3000 Core i3 11th Gen,3.9,84,9,38170,58229,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l16rde80/computer/p/4/i/inspiron-3511-thin-and-light-laptop-dell-original-imagctygxz8x6hnx.jpeg?q=70
Nokia PureBook S14 Core i5 11th Gen,4,815,193,40990,82990,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ktyp8cw0/computer/h/a/s/na-thin-and-light-laptop-nokia-original-imag77fgvdj4fv8e.jpeg?q=70
acer Nitro 5 Ryzen 5 Hexa Core AMD R5,4.5,298,28,59990,79999,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/t/u/-original-imaghhe6ttguxzkq.jpeg?q=70
Infinix X1 Slim Series Core i5 10th Gen,4.2,396,67,49990,64999,Intel Core i5 Processor (10th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/6/7/9/-original-imagf39qzkzncyvh.jpeg?q=70
ASUS VivoBook 14 (2022) Core i5 12th Gen,4.3,12,1,62990,82990,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/b/w/-original-imagg6t9sb9gvafu.jpeg?q=70
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,0,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/1/w/14iil05-thin-and-light-laptop-lenovo-original-imagkwgzvknngbfu.jpeg?q=70
HP Ryzen 3 Hexa Core 4th Gen,0,0,0,60990,68360,AMD Ryzen 3 Hexa Core Processor (4th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ktuewsw0/computer/8/o/x/ryzen-3-gaming-laptop-hp-original-imag73axjf4s7zhg.jpeg?q=70
DELL Ryzen 5 Quad Core,4.6,5,1,52990,66560,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kwwfte80/computer/n/p/n/inspiron-3515-laptop-dell-original-imag9h9sc4bfz8rh.jpeg?q=70
SAMSUNG Core i5 12th Gen,4.5,13,2,59990,67990,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/j/e/galaxy-book2-plastic-thin-and-light-laptop-samsung-original-imaghkp8zvqhfzrh.jpeg?q=70
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,949,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen),https://rukminim1.flixcart.com/image/312/312/ksez24w0/computer/h/8/9/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgcstmjbxg.jpeg?q=70
DELL Vostro Ryzen 5 Quad Core 3500U,4.4,15,2,49690,61740,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kq5iykw0/computer/q/j/2/vostro-3405-thin-and-light-laptop-dell-original-imag48ejkx33d9nn.jpeg?q=70
Mi Notebook Horizon Edition 14 Core i7 10th Gen,4.2,567,59,59990,65999,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kl2mljk0/computer/h/h/r/na-thin-and-light-laptop-mi-original-imagy9zzhzwbgqha.jpeg?q=70
Lenovo Core i3 11th Gen,4.3,164,14,38990,51544,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ktrk13k0/computer/a/q/c/v15-itl-gen-2-thin-and-light-laptop-lenovo-original-imag7fh6pmds7p5r.jpeg?q=70
Lenovo Ryzen 5 Hexa Core 5600H,0,0,0,59490,89490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/v/k/d/14iau7-gaming-laptop-lenovo-original-imaghnq4zafgebtu.jpeg?q=70
DELL Inspiron Core i5 11th Gen,0,0,0,68490,84173,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/f/c/y/inspiron-3511-thin-and-light-laptop-dell-original-imagjh6h55w6r98g.jpeg?q=70
MSI GL Core i7 7th Gen,3.5,6,1,59990,79257,Full HD LED Backlit Anti-glare Wideview Display for Better Visual Experience,NVIDIA Geforce GTX 1050 for Desktop Level Performance,8 GB DDR4 RAM,https://rukminim1.flixcart.com/image/312/312/j6dxaq80/computer/q/u/6/msi-na-gaming-laptop-original-imaewuvq7gmqcfa3.jpeg?q=70
Infinix INBook X2 Plus Core i7 11th Gen,4.5,22,5,57990,79990,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/b/j/-original-imagjfgy6ghyqssh.jpeg?q=70
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,4.1,44,10,58900,93690,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
ASUS (2022) Celeron Dual Core,4.2,59,7,29990,36990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,128 GB SSD,https://rukminim1.flixcart.com/image/312/312/l23mhzk0/computer/6/k/5/br1100fka-bp1104w-laptop-asus-original-imagdgsgbzgax6eu.jpeg?q=70
ASUS (2022) Celeron Dual Core,4.1,191,18,24990,30990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,128 GB SSD,https://rukminim1.flixcart.com/image/312/312/l23mhzk0/computer/e/6/4/br1100cka-gj0722w-laptop-asus-original-imagdgsbfwfbzdmw.jpeg?q=70
DELL Inspiron Core i3 10th Gen,4.1,238,27,42990,48900,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kgtqhe80/computer/h/a/y/dell-original-imafwyv9f2e52zzh.jpeg?q=70
DELL Vostro Core i3 11th Gen,3.9,299,25,42390,44780,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kn7sdjk0/computer/l/w/f/na-notebook-dell-original-imagfy6ah6k6jqdh.jpeg?q=70
HP Pavilion Gaming Ryzen 5 Hexa Core AMD R5,4,68,7,57690,73856,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kulk9zk0/computer/f/t/w/15-ec2075ax-gaming-laptop-hp-original-imag7nyzhxqc7xhh.jpeg?q=70
ASUS VivoBook Ultra 14 (2021) Core i5 11th Gen,4.4,670,64,55990,80990,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kh9gbrk0/computer/a/s/k/asus-na-thin-and-light-laptop-original-imafxbj7gyrpudka.jpeg?q=70
ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,4.3,222,28,44990,56990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/j/u/asus-original-imaftndwqbqznkju.jpeg?q=70
acer Aspire 5 Core i5 12th Gen,0,0,0,57990,73999,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/g/t/a515-57-thin-and-light-laptop-acer-original-imagkfjtqngxe5ks.jpeg?q=70
acer Aspire 3 Ryzen 3 Dual Core 3250U,4.1,262,31,35990,44999,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kybvo280/computer/c/u/5/-original-imagah7xqmwnt2x6.jpeg?q=70
DELL Inspiron Core i5 11th Gen,4.3,118,10,69990,89489,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kod858w0/computer/m/g/z/na-notebook-dell-original-imag2u9tttgfmsvx.jpeg?q=70
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H,4.5,1763,254,62490,63104,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kk2wl8w0/computer/f/k/b/na-gaming-laptop-lenovo-original-imafzgdkvx9guy8q.jpeg?q=70
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,0,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/1/w/14iil05-thin-and-light-laptop-lenovo-original-imagkwgzvknngbfu.jpeg?q=70
ASUS TUF Gaming F15 Core i5 10th Gen,4.4,147,14,59990,84990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/computer/m/h/h/tuf-gaming-f15-gaming-laptop-asus-original-imagd6kgybdsdmst.jpeg?q=70
ASUS Core i5 11th Gen,0,0,0,45990,65990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/1/f/e/k513ep-bq1092t-thin-and-light-laptop-asus-original-imagm5u2cmnannpd.jpeg?q=70
acer Swift 5 Core i5 8th Gen,4.2,6,3,69351,87999,Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/jzrb53k0pkrrdj/computer/t/z/e/acer-na-thin-and-light-laptop-original-imafhnvk5ussrgta.jpeg?q=70
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,949,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen),https://rukminim1.flixcart.com/image/312/312/ksez24w0/computer/h/8/9/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgcstmjbxg.jpeg?q=70
Lenovo Core i3 10th Gen,5,4,0,38980,56800,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/krf91u80/computer/z/0/m/ideapad-slim-laptop-lenovo-original-imag57x3p7bw8y8b.jpeg?q=70
acer Aspire 5 Core i5 11th Gen,4.5,83,7,60990,69999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/b/6/w/aspire-5-thin-and-light-laptop-acer-original-imag5k3stszyggb3.jpeg?q=70
DELL Ryzen 5 Hexa Core,0,0,0,67490,84879,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/k/a/vos-5620-laptop-dell-original-imaggh4kf8v4nv6x.jpeg?q=70
